"Commodity","Date","Market","Origin","Variety","Sub-Variety","Package","Item Size","Unit of Sale","Environment","Grade","Product Type","High Price","Low Price","Avg Price"
"APPLES","6/12/21","NEW YORK","NEW YORK","HONEYCRISP","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","32","32","32"
"APPLES","1/8/22","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","1/8/22","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","21","20","20.5"
"APPLES","9/25/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","35","35","35"
"APPLES","6/12/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","23","24"
"APPLES","9/25/21","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26","26","26"
"APPLES","1/4/20","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","1/11/20","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/18/20","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/18/20","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/18/20","PHILADELPHIA","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","16","16.5"
"APPLES","1/18/20","PHILADELPHIA","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","16","16.5"
"APPLES","1/11/20","NEW YORK","NEW YORK","PINK LADY/CRIPPS PINK","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/18/20","NEW YORK","NEW YORK","PINK LADY/CRIPPS PINK","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/4/20","NEW YORK","NEW YORK","HONEYCRISP","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","1/4/20","NEW YORK","NEW YORK","PINK LADY/CRIPPS PINK","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/4/20","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","22","22","22"
"APPLES","1/4/20","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/11/20","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","1/4/20","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","14","15"
"APPLES","1/18/20","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","1/11/20","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","9/11/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","35","35","35"
"APPLES","9/11/21","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26","26","26"
"APPLES","9/11/21","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","10/2/21","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26","26","26"
"APPLES","10/2/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","35","35","35"
"APPLES","10/9/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","35","18","26.5"
"APPLES","10/9/21","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26","26","26"
"APPLES","2/5/22","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","27","26","26.5"
"APPLES","2/5/22","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","1/29/22","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","25","25"
"APPLES","2/5/22","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","25","25"
"APPLES","1/29/22","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","1/1/22","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","1/15/22","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","21","20","20.5"
"APPLES","11/20/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/20/21","BALTIMORE","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","29","29","29"
"APPLES","11/20/21","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","2/26/22","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","2/26/22","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","25","25"
"APPLES","2/19/22","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","25","25"
"APPLES","10/23/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","2/26/22","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","29","28","28.5"
"APPLES","2/19/22","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","27","26","26.5"
"APPLES","2/26/22","BALTIMORE","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","25","25"
"APPLES","9/18/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","35","35","35"
"APPLES","2/19/22","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","11/6/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","9/18/21","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","12/25/21","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","11/13/21","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/13/21","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/6/21","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/6/21","BALTIMORE","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","29","29","29"
"APPLES","12/25/21","PHILADELPHIA","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","4/18/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","4/11/98","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","8","7","7.5"
"APPLES","11/28/20","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","22","20","21"
"APPLES","3/7/20","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","3/7/20","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","9/19/98","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","11","10","10.5"
"APPLES","9/18/21","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26","26","26"
"APPLES","9/1/01","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","8/25/01","NEW YORK","NEW YORK","JERSEY MAC","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","8/25/01","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","8/25/01","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","8/18/01","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","8/18/01","NEW YORK","NEW YORK","JERSEY MAC","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","8/18/01","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","11/30/02","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","14","15"
"APPLES","11/30/02","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","11","11","11"
"APPLES","11/30/02","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15.5","13.5","14.5"
"APPLES","5/27/00","PITTSBURGH","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12.75","12","12.375"
"APPLES","6/3/00","PITTSBURGH","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12.75","12","12.375"
"APPLES","6/3/00","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","3/27/99","NEW YORK","NEW YORK","EMPIRE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","3/20/99","NEW YORK","NEW YORK","EMPIRE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","4/3/99","NEW YORK","NEW YORK","EMPIRE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","3/20/99","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","1/15/05","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","1/22/05","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","1/22/05","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","10/8/05","BOSTON","NEW YORK","HONEYCRISP","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","19","19","19"
"APPLES","10/8/05","BOSTON","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","14","15"
"APPLES","10/8/05","MIAMI","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/15/05","BOSTON","NEW YORK","CORTLAND","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/8/05","BOSTON","NEW YORK","CORTLAND","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","9/9/06","BOSTON","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","16","17"
"APPLES","9/2/06","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","9/2/06","BOSTON","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","16","17"
"APPLES","9/9/06","BOSTON","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","9/16/06","BOSTON","NEW YORK","JONAMAC","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","9/9/06","BOSTON","NEW YORK","JONAMAC","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","9/9/06","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","9/16/06","BOSTON","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","9/16/06","BOSTON","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","9/9/06","NEW YORK","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","16","17"
"APPLES","9/16/06","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","3/17/07","MIAMI","NEW YORK","CORTLAND","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","23","23","23"
"APPLES","3/17/07","MIAMI","NEW YORK","EMPIRE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","3/17/07","PHILADELPHIA","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","3/17/07","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","3/17/07","PHILADELPHIA","NEW YORK","CORTLAND","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","3/17/07","PHILADELPHIA","NEW YORK","EMPIRE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","4/21/01","BOSTON","NEW ENGLAND","MUTSU/CRISPIN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","12/31/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","11/12/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","11/19/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/15/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","4/28/01","BOSTON","NEW ENGLAND","MUTSU/CRISPIN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","5/5/01","BOSTON","NEW ENGLAND","MUTSU/CRISPIN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","12/3/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","11/5/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/7/06","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/21/06","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","1/14/06","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","12/24/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","2/15/03","BOSTON","NEW ENGLAND","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","3/8/03","BOSTON","NEW ENGLAND","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","11/26/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/22/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/29/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","2/8/03","BOSTON","NEW ENGLAND","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","12/10/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","12/17/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/8/05","BOSTON","NEW ENGLAND","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/21/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","21.5","21.5","21.5"
"APPLES","11/25/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","10/28/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","21.5","20","20.75"
"APPLES","12/7/13","DALLAS","MISSOURI","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","11/16/13","DALLAS","MISSOURI","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","12/30/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18.75","18.75","18.75"
"APPLES","11/18/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/11/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","21.5","18","19.75"
"APPLES","11/4/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","21.5","20","20.75"
"APPLES","12/23/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18.75","18","18.375"
"APPLES","12/14/13","DALLAS","MISSOURI","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","11/8/08","DALLAS","MISSOURI","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","25","25"
"APPLES","11/1/08","DALLAS","MISSOURI","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","25","25"
"APPLES","10/4/08","DALLAS","MISSOURI","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","30","30","30"
"APPLES","12/2/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/9/13","DALLAS","MISSOURI","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","10/18/08","DALLAS","MISSOURI","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","30","25","27.5"
"APPLES","11/30/13","DALLAS","MISSOURI","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","11/23/13","DALLAS","MISSOURI","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","10/25/08","DALLAS","MISSOURI","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","25","25"
"APPLES","10/11/08","DALLAS","MISSOURI","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","30","30","30"
"APPLES","12/9/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18.75","18","18.375"
"APPLES","12/16/06","DALLAS","MISSOURI","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18.75","18","18.375"
"APPLES","12/31/05","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","10/15/05","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","11/12/05","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","11/19/05","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","3/4/06","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","2/25/06","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","1/7/06","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","12/24/05","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","10/29/05","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","11/26/05","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","12/17/05","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","10/22/05","CHICAGO","MICHIGAN","JONATHAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
